encoding
input/icing.wav;lz77/icing.wav.lz77;1011476;1328320;0.761470127680077;-0.31324915272334697;10.505993221786776
input/song.wav;lz77/song.wav.lz77;1000044;1313125;0.7615756306520705;-0.31306722504209805;10.504537800336784
input/img1.bmp;lz77/img1.bmp.lz77;66614;12240;5.442320261437908;0.8162548413246464;1.4699612694028283
input/lena.png;lz77/lena.png.lz77;473831;721055;0.6571357247366706;-0.5217556470555957;12.174045176444766
input/moon.jpg;lz77/moon.jpg.lz77;124023;185435;0.6688219591770701;-0.49516621916902515;11.961329753352201
input/pantadeusz.txt;lz77/pantadeusz.txt.lz77;482542;415860;1.1603472322416197;0.13818900738174078;6.894487940946074
input/lokomotywa.txt;lz77/lokomotywa.txt.lz77;2284;1745;1.3088825214899713;0.23598949211908926;6.112084063047286
decoding
lz77/icing.wav.lz77;decoded/icing.wav.lz77.wav;1328320;1011476;1.313249152723347;0.23852987231992295;6.091761021440616
lz77/song.wav.lz77;decoded/song.wav.lz77.wav;1313125;1000044;1.313067225042098;0.23842436934792954;6.092605045216564
lz77/img1.bmp.lz77;decoded/img1.bmp.lz77.bmp;12240;66615;0.18374240036027922;-4.442401960784314;43.53921568627451
lz77/lena.png.lz77;decoded/lena.png.lz77.png;721055;936390;0.7700370572090689;-0.29863880009153254;10.38911040073226
lz77/moon.jpg.lz77;decoded/moon.jpg.lz77.jpg;185435;240675;0.7704788615352653;-0.2978941408040554;10.383153126432443
lz77/pantadeusz.txt.lz77;decoded/pantadeusz.txt.lz77.txt;415860;482542;0.8618109926182591;-0.16034723224161973;9.282777857932958
lz77/lokomotywa.txt.lz77;decoded/lokomotywa.txt.lz77.txt;1745;2284;0.7640105078809106;-0.30888252148997153;10.471060171919772
